project_id,file_name,status,match_status,reason,pages,pages_with_text,text_layer_rate,pdf_tables_extracted,pages_with_tables,md_table_blocks,pdf_table_title_count,matched_title_count,title_complete_rate,checked_rows,complete_rows,partial_rows,missing_rows,skipped_rows,row_complete_rate,md_file,file_id
SC005,SC005_129_佛山辰僖塑料有限公司新建项目_02_报批稿或报告表.pdf,需复核,project_id+名称模糊匹配,存在部分PDF表格行未在md中完整命中,101,65,64.4,147,66,0,62,62,100.0,1338,1234,64,40,1432,92.2,解析文本拼接_表格清洗增强_08_141-160.md,154_佛山辰僖塑料有限公司新建项目_02_报批稿或报告表
SC007,SC007_129_佛山辰僖塑料有限公司新建项目_04_报批稿或报告表.pdf,需OCR复核,project_id+名称模糊匹配,PDF文本层不足，可能是扫描件或图片页较多,4,0,0.0,0,0,0,0,0,100,0,0,0,0,0,0,解析文本拼接_表格清洗增强_08_141-160.md,154_佛山辰僖塑料有限公司新建项目_04_报批稿或报告表
SC009,SC009_130_和默化学(佛山)有限公司新建项目_02_报批稿或报告表.pdf,需复核,project_id+名称模糊匹配,存在部分PDF表格行未在md中完整命中,115,63,54.8,161,63,0,60,60,100.0,1013,910,30,73,1610,89.8,解析文本拼接_表格清洗增强_09_161-180.md,155_和默化学（佛山）有限公司新建项目_02_报批稿或报告表
SC010,SC010_130_和默化学(佛山)有限公司新建项目_03_报批稿或报告表.pdf,需OCR复核,project_id+名称模糊匹配,PDF文本层不足，可能是扫描件或图片页较多,4,0,0.0,0,0,0,0,0,100,0,0,0,0,0,0,解析文本拼接_表格清洗增强_09_161-180.md,155_和默化学（佛山）有限公司新建项目_03_报批稿或报告表
SC012,SC012_131_佛山市彩川合成材料有限公司新建项目_02_报批稿或报告表.pdf,需复核,project_id+名称模糊匹配,存在部分PDF表格行未在md中完整命中,105,71,67.6,192,71,0,1,1,100.0,1274,1152,31,91,1624,90.4,解析文本拼接_表格清洗增强_09_161-180.md,158_佛山市彩川合成材料有限公司新建项目_02_报批稿或报告表
SC013,SC013_131_佛山市彩川合成材料有限公司新建项目_03_报批稿或报告表.pdf,需OCR复核,project_id+名称模糊匹配,PDF文本层不足，可能是扫描件或图片页较多,4,0,0.0,0,0,0,0,0,100,0,0,0,0,0,0,解析文本拼接_表格清洗增强_09_161-180.md,158_佛山市彩川合成材料有限公司新建项目_03_报批稿或报告表
SC015,SC015_132_佛山市顺德区智成塑包装有限公司新建项目_02_报批稿或报告表.pdf,需复核,project_id+名称模糊匹配,存在部分PDF表格行未在md中完整命中,108,72,66.7,185,70,0,55,55,100.0,1152,1039,42,71,1568,90.2,解析文本拼接_表格清洗增强_09_161-180.md,159_佛山市顺德区智成塑包装有限公司新建项目_02_报批稿或报告表
SC016,SC016_132_佛山市顺德区智成塑包装有限公司新建项目_03_报批稿或报告表.pdf,PDF表格不可稳定抽取,project_id+名称模糊匹配,pdfplumber未抽到可核查表格行，仅能做文本层自检,4,4,100.0,4,4,0,0,0,100,0,0,0,0,78,0,解析文本拼接_表格清洗增强_09_161-180.md,159_佛山市顺德区智成塑包装有限公司新建项目_03_报批稿或报告表
SC018,SC018_133_鹏彩科技(佛山市)有限公司新建项目_02_报批稿或报告表.pdf,需复核,project_id+名称模糊匹配,存在部分PDF表格行未在md中完整命中,144,96,66.7,232,92,0,66,66,100.0,1258,1161,21,76,2401,92.3,解析文本拼接_表格清洗增强_09_161-180.md,160_鹏彩科技（佛山市）有限公司新建项目_02_报批稿或报告表
SC019,SC019_133_鹏彩科技(佛山市)有限公司新建项目_03_报批稿或报告表.pdf,需OCR复核,project_id+名称模糊匹配,PDF文本层不足，可能是扫描件或图片页较多,4,0,0.0,0,0,0,0,0,100,0,0,0,0,0,0,解析文本拼接_表格清洗增强_09_161-180.md,160_鹏彩科技（佛山市）有限公司新建项目_03_报批稿或报告表
SC021,SC021_134_广东顺德意达电子薄膜器件有限公司新建项目_02_报批稿或报告表.pdf,需复核,project_id+名称模糊匹配,存在部分PDF表格行未在md中完整命中,119,74,62.2,171,71,0,61,61,100.0,1098,1006,38,54,1641,91.6,解析文本拼接_表格清洗增强_09_161-180.md,161_广东顺德意达电子薄膜器件有限公司新建项目_02_报批稿或报告表
SC022,SC022_134_广东顺德意达电子薄膜器件有限公司新建项目_03_报批稿或报告表.pdf,PDF表格不可稳定抽取,project_id+名称模糊匹配,pdfplumber未抽到可核查表格行，仅能做文本层自检,5,4,80.0,4,4,0,0,0,100,0,0,0,0,70,0,解析文本拼接_表格清洗增强_09_161-180.md,161_广东顺德意达电子薄膜器件有限公司新建项目_03_报批稿或报告表
SC024,SC024_135_佛山气盾新材料有限公司新建项目_02_受理公告或公示版.pdf,需复核,project_id+名称模糊匹配,存在部分PDF表格行未在md中完整命中,90,55,61.1,117,53,0,39,38,97.4,919,816,37,66,1212,88.8,解析文本拼接_表格清洗增强_10_181-200.md,166_佛山气盾新材料有限公司新建项目_02_受理公告或公示版
