chunk_id,source_id,chunk_type,content_length,content_sha256
GB_33372_2020_P001,GB_33372_2020,parent,59,76d1c59b6421c121f5c86e117944c6c607a9f5ca2cb9f7e9631b60bd9ae14f61
GB_33372_2020_P002,GB_33372_2020,parent,74,f2a81bbddc37b992fee6cde982831bd62d83b8fbe42f32467dcf4e36ed1a3218
GB_33372_2020_P003,GB_33372_2020,parent,40,fbb70836a32687598905ac778bc570ae8e1cc94eaa7b58cba39d79dd5d6fdb45
GB_33372_2020_P004,GB_33372_2020,parent,5,9a7144538a093e2440a3f3a4019aef40a21c62767e329214d639b04c0a122722
GB_33372_2020_P005,GB_33372_2020,parent,6,7d0dcfbf958503aa053caa17270c0fb10be2ee9a00bc46b1c9a432f316539c1a
GB_33372_2020_P006,GB_33372_2020,parent,359,dd73945e98c96651a98cbfe9287c51137a3f7871da6ceec8634acf90935e2d8d
GB_33372_2020_P007,GB_33372_2020,parent,15,dcd4b89d5706d93bd6e71d03082d54d3a3a615268f0065a389679a7e14881c92
GB_33372_2020_P008,GB_33372_2020,parent,222,2abdcc5c842ce91ebeee26dd25cd58778cccb3ceee6c03de3bf460e037b9ee72
GB_33372_2020_P009,GB_33372_2020,parent,307,66fb530a3ebafa6677b46b76ff53fac86c45fd457d78197d8a644585c4f28efe
GB_33372_2020_P010,GB_33372_2020,parent,316,d5f62da03ae77888f7fb5f6aa05cb8e0d2ea48e07f1daa41f1c2bbe0c2220277
GB_33372_2020_P011,GB_33372_2020,parent,77,d6ebb697656083022a6cdff81b3f3ab9f44074f15648e247e0ab6f0ff36cccd6
GB_33372_2020_P012,GB_33372_2020,parent,11,7914e23182ec512b1eeb43730b6f7b3fa222d1022c916ff119aee33a7e54d133
GB_33372_2020_P013,GB_33372_2020,parent,164,da60577de7fea9b24d69e3c68771c2b9b3c745725669834841dbaaae72538bab
GB_33372_2020_P014,GB_33372_2020,parent,955,032887559d6d735ee854f7eb97a6bb7a6e24b581debbc91b1dd3cd0203a20bf1
GB_33372_2020_P015,GB_33372_2020,parent,1080,a1800b0b1c5cc9f33e7d9fbbfad4e65080d230848c0deec120a467b262a7679e
GB_33372_2020_P016,GB_33372_2020,parent,1378,2361d6f0266794f01437d7ffb24537b98ee92a502e9c266d7cb46f06e4d7412f
GB_33372_2020_P017,GB_33372_2020,parent,8,e9a7c3cec119ee86c27fcd5ffd7fc2233cbe0c063a802b2212f225f13ab45c75
GB_33372_2020_P018,GB_33372_2020,parent,50,3184a333f4c270ed16ccb445b169c1d72524937097c636e7db05d9fd7f6041fb
GB_33372_2020_P019,GB_33372_2020,parent,239,4ecd2398aa438ea2aef38f5a1a51143451699ff947617486b591e37967b98a49
