chunk_id,source_id,chunk_type,content_length,content_sha256
DB44_27_2001_P001,DB44_27_2001,parent,50,c1774525dd58996742483c519af34b0d5fb683c8ca9bd3fc568658345331b082
DB44_27_2001_P002,DB44_27_2001,parent,47,34cee03eb0d84039ea63a8f0835bd26198f3e2b36df644236f33323b83a743c2
DB44_27_2001_P003,DB44_27_2001,parent,11,36af6cacc07e74ea6c95b2004dff6b5c31251ae37c215364effee4ec4668c8be
DB44_27_2001_P004,DB44_27_2001,parent,73,844870cfed5b17c9de757a3d7e8b0b1afc23fdac9b1c1351ac628ef578c8a0a8
DB44_27_2001_P005,DB44_27_2001,parent,3932,753fd379db61eea8c9db8875c419c02c975033a3d6018f90375ed3805e00d7b7
DB44_27_2001_P006,DB44_27_2001,parent,463,f81e8915d2a38fa2ff647a19014d7a9b90a9854693a7673f34404bb08fd14a4b
DB44_27_2001_P007,DB44_27_2001,parent,161,a378be51aec35cf8f7023f01ebe101c11a2654bac5fec5c28c86d08f9b67f884
DB44_27_2001_P008,DB44_27_2001,parent,11,36af6cacc07e74ea6c95b2004dff6b5c31251ae37c215364effee4ec4668c8be
DB44_27_2001_P009,DB44_27_2001,parent,381,7fb98a38e495e9ee0920abaa4ed23ad27464f8e9d8a811d8d2337185f0666746
DB44_27_2001_P010,DB44_27_2001,parent,306,f54070c7bc3c7e6f9b0f8eba093b55d804c5f38233a408f0370b059a6677a839
DB44_27_2001_P011,DB44_27_2001,parent,322,03650567bf4ae4c4409782aea298ef03e772827e40035ca73679fa757a18eb2b
DB44_27_2001_P012,DB44_27_2001,parent,73,bfbf5eca928947e204e05061c85824754f91a154bd6f48165bb495062f91b64e
DB44_27_2001_P013,DB44_27_2001,parent,75,ef4d8f0487b27892a158a6a613383945b98ab4603eb1e4204a0d3f759536b294
DB44_27_2001_P014,DB44_27_2001,parent,104,05813ad747e09074d3562517bcd5826f62b30c0b0328174f80ec95a356676a24
DB44_27_2001_P015,DB44_27_2001,parent,55,d64f79e44e50ce436f56e101a01bc158dee7838e394666f56a80ba1099281893
DB44_27_2001_P016,DB44_27_2001,parent,72,4cd0a0b35d2809ffd718a26912b4e92383472f1ce9924c006a00b05b9ad41d04
DB44_27_2001_P017,DB44_27_2001,parent,73,9e369ed07f3d7ca3094ec517b3383ebc491136dfda7c33af0bc969ea82fcd22e
DB44_27_2001_P018,DB44_27_2001,parent,68,dfcf2345addf46b010389e45a4b34e3f024876db65c926fbe63fbcdb4ea5d491
DB44_27_2001_P019,DB44_27_2001,parent,79,11f908fd0daaf7f78882d40a59d3566f07bef14411152107c19c877d936bfa4c
DB44_27_2001_P020,DB44_27_2001,parent,71,187feacac41b1ba18241e6b060ca016594bd51b0db62ff24e3c3f8992c869c39
DB44_27_2001_P021,DB44_27_2001,parent,9,d7b83c56c8c4b18cee4843f195698968d5dd65e2b12917c704d8b965a5dcbee0
DB44_27_2001_P022,DB44_27_2001,parent,183,a7a8db47e96793d4f254c45b52ca0d0656e01861d779d1dacc0dcd575ead644d
DB44_27_2001_P023,DB44_27_2001,parent,21,75de6ce8d256ee4b4cde27921b2d17698870280ca4db209adb8420462006f769
DB44_27_2001_P024,DB44_27_2001,parent,135,38d3679b8187d87a0dfd0b001a060e2aeaf7da8bbaea824afc27386283b428ec
DB44_27_2001_P025,DB44_27_2001,parent,158,4ccbf503ab85fdcb89c158198158191583ff147983eefb2f5d8d6791cd1f2763
DB44_27_2001_P026,DB44_27_2001,parent,176,703996a2834da9af62dde5ff680e91449548842437c04704566274afa853bc03
DB44_27_2001_P027,DB44_27_2001,parent,652,06182beaf6eebff790e7debea44cb6fb3f14b9c74a80b0d72fd32cddb7f77c68
DB44_27_2001_P028,DB44_27_2001,parent,35540,9f966738566e482e2cfafe6029064bae263b31bff9b95025df8f9792d3955dc6
DB44_27_2001_C001,DB44_27_2001,child,50,
DB44_27_2001_C002,DB44_27_2001,child,47,
DB44_27_2001_C003,DB44_27_2001,child,11,
DB44_27_2001_C004,DB44_27_2001,child,73,
DB44_27_2001_C005,DB44_27_2001,child,819,
DB44_27_2001_C006,DB44_27_2001,child,891,
DB44_27_2001_C007,DB44_27_2001,child,866,
DB44_27_2001_C008,DB44_27_2001,child,883,
DB44_27_2001_C009,DB44_27_2001,child,875,
DB44_27_2001_C010,DB44_27_2001,child,348,
DB44_27_2001_C011,DB44_27_2001,child,463,
DB44_27_2001_C012,DB44_27_2001,child,161,
DB44_27_2001_C013,DB44_27_2001,child,11,
DB44_27_2001_C014,DB44_27_2001,child,381,
DB44_27_2001_C015,DB44_27_2001,child,306,
DB44_27_2001_C016,DB44_27_2001,child,322,
DB44_27_2001_C017,DB44_27_2001,child,73,
DB44_27_2001_C018,DB44_27_2001,child,75,
DB44_27_2001_C019,DB44_27_2001,child,104,
DB44_27_2001_C020,DB44_27_2001,child,55,
DB44_27_2001_C021,DB44_27_2001,child,72,
DB44_27_2001_C022,DB44_27_2001,child,73,
DB44_27_2001_C023,DB44_27_2001,child,68,
DB44_27_2001_C024,DB44_27_2001,child,79,
DB44_27_2001_C025,DB44_27_2001,child,71,
DB44_27_2001_C026,DB44_27_2001,child,9,
DB44_27_2001_C027,DB44_27_2001,child,183,
DB44_27_2001_C028,DB44_27_2001,child,21,
DB44_27_2001_C029,DB44_27_2001,child,135,
DB44_27_2001_C030,DB44_27_2001,child,158,
DB44_27_2001_C031,DB44_27_2001,child,176,
DB44_27_2001_C032,DB44_27_2001,child,652,
DB44_27_2001_C033,DB44_27_2001,child,900,
DB44_27_2001_C034,DB44_27_2001,child,900,
DB44_27_2001_C035,DB44_27_2001,child,900,
DB44_27_2001_C036,DB44_27_2001,child,900,
DB44_27_2001_C037,DB44_27_2001,child,900,
DB44_27_2001_C038,DB44_27_2001,child,900,
DB44_27_2001_C039,DB44_27_2001,child,900,
DB44_27_2001_C040,DB44_27_2001,child,900,
DB44_27_2001_C041,DB44_27_2001,child,900,
DB44_27_2001_C042,DB44_27_2001,child,900,
DB44_27_2001_C043,DB44_27_2001,child,900,
DB44_27_2001_C044,DB44_27_2001,child,900,
DB44_27_2001_C045,DB44_27_2001,child,900,
DB44_27_2001_C046,DB44_27_2001,child,900,
DB44_27_2001_C047,DB44_27_2001,child,900,
DB44_27_2001_C048,DB44_27_2001,child,900,
DB44_27_2001_C049,DB44_27_2001,child,900,
DB44_27_2001_C050,DB44_27_2001,child,900,
DB44_27_2001_C051,DB44_27_2001,child,900,
DB44_27_2001_C052,DB44_27_2001,child,900,
DB44_27_2001_C053,DB44_27_2001,child,900,
DB44_27_2001_C054,DB44_27_2001,child,900,
DB44_27_2001_C055,DB44_27_2001,child,900,
DB44_27_2001_C056,DB44_27_2001,child,900,
DB44_27_2001_C057,DB44_27_2001,child,900,
DB44_27_2001_C058,DB44_27_2001,child,900,
DB44_27_2001_C059,DB44_27_2001,child,900,
DB44_27_2001_C060,DB44_27_2001,child,900,
DB44_27_2001_C061,DB44_27_2001,child,900,
DB44_27_2001_C062,DB44_27_2001,child,900,
DB44_27_2001_C063,DB44_27_2001,child,900,
DB44_27_2001_C064,DB44_27_2001,child,900,
DB44_27_2001_C065,DB44_27_2001,child,900,
DB44_27_2001_C066,DB44_27_2001,child,900,
DB44_27_2001_C067,DB44_27_2001,child,900,
DB44_27_2001_C068,DB44_27_2001,child,900,
DB44_27_2001_C069,DB44_27_2001,child,900,
DB44_27_2001_C070,DB44_27_2001,child,900,
DB44_27_2001_C071,DB44_27_2001,child,900,
DB44_27_2001_C072,DB44_27_2001,child,900,
DB44_27_2001_C073,DB44_27_2001,child,900,
DB44_27_2001_C074,DB44_27_2001,child,900,
DB44_27_2001_C075,DB44_27_2001,child,900,
DB44_27_2001_C076,DB44_27_2001,child,900,
DB44_27_2001_C077,DB44_27_2001,child,900,
DB44_27_2001_C078,DB44_27_2001,child,900,
DB44_27_2001_C079,DB44_27_2001,child,900,
DB44_27_2001_C080,DB44_27_2001,child,290,
