chunk_id,source_id,chunk_type,content_length,content_sha256
DB44_2367_2022_P001,DB44_2367_2022,parent,33,845dd2341263cbc83992bd40573f9785e8e6e6e72533a7f6a663643c2511090f
DB44_2367_2022_P002,DB44_2367_2022,parent,19,7094a8722d7849273334bdbc2300d1a21beef0d7d6b7aae9f1a6ebcc5e52d7ca
DB44_2367_2022_P003,DB44_2367_2022,parent,130,3ba7c50efb0d4702c7e920ced52292ee57b17e7dfa3f92eb183e02252ce75e6f
DB44_2367_2022_P004,DB44_2367_2022,parent,148,3b13a73087f588d4a362632e70cf71976a0e86c1dcba5bd31e837ecc944a514b
DB44_2367_2022_P005,DB44_2367_2022,parent,223,909e947e160f57167ad475ca73a7eda5430cd72bebb7db14822312ec3ce8c804
DB44_2367_2022_P006,DB44_2367_2022,parent,19,7094a8722d7849273334bdbc2300d1a21beef0d7d6b7aae9f1a6ebcc5e52d7ca
DB44_2367_2022_P007,DB44_2367_2022,parent,280,817fd603c49cda468c96bbb8b0beb6a0447171f37c678305bad83a4ebfa42b07
DB44_2367_2022_P008,DB44_2367_2022,parent,895,5ed1e466283650611492e47606b87a9d8121dcc68d976c11a95cccbf29f1161e
DB44_2367_2022_P009,DB44_2367_2022,parent,26,6e791bc40ea13f34ba565dbde2b19c3afd6f40f31dff1f0e1dc313c84f655907
DB44_2367_2022_P010,DB44_2367_2022,parent,6,4f0fd64e16f715b6f7716bfa6cc4693b13fd7bf27005aa0873cc53130e10c2ad
DB44_2367_2022_P011,DB44_2367_2022,parent,116,10ca301da7a4f4758ada151d6ea0c37422d8f630abc5ede8169f6e040670adcf
DB44_2367_2022_P012,DB44_2367_2022,parent,6,c49cc6c04fff6d3530f24617a2b006a0537f5a5a38c719c7eb7e79a5b3f6c7c6
DB44_2367_2022_P013,DB44_2367_2022,parent,185,2c2b4f57f8eb7a398862d9f704a45b9cd5c4a7d80d53f81cc5ec9cfa39181334
DB44_2367_2022_P014,DB44_2367_2022,parent,6,1caa692a510fc533704c39bf762598012aa112c4ce54a4ec4059d67b0af51e49
DB44_2367_2022_P015,DB44_2367_2022,parent,188,d48fef68e250f4b33bf3adeb465f865400d23845f864d7f9bb5b26e23b450712
DB44_2367_2022_P016,DB44_2367_2022,parent,6,5bc9bdf3de71d3e313bbf21be0bf3b67676680991641ece4da20fff217afb763
DB44_2367_2022_P017,DB44_2367_2022,parent,114,6bd852ed5f8b4def92efd5baf8644c43bcf2d1802f1709d33e886c447681e8bc
DB44_2367_2022_P018,DB44_2367_2022,parent,6,35a556347dd9537233656b7d27719303dd396878982d9a4ac7ddf9088e8f6e18
DB44_2367_2022_P019,DB44_2367_2022,parent,112,636899584e31e5e6a10324c5c992ecb0e14d4cba7b1ea1bfc051ad11409157e5
DB44_2367_2022_P020,DB44_2367_2022,parent,6,8aca96bd4c1f283888ff54abe73f0a491a9df9c72665509432aaa957189e58a3
