chunk_id,source_id,chunk_type,content_length,content_sha256
GB_38508_2020_P001,GB_38508_2020,parent,30,9aa23029c5748788b031b7ba800cb53121620bd98e06d93adece2fe9edba50a9
GB_38508_2020_P002,GB_38508_2020,parent,85,a4803af413e30c5ebb2b496aba68df7d6811ee6ad0b1b6e1252dfecc86e6ffc3
GB_38508_2020_P003,GB_38508_2020,parent,22,e6eb205e1afe984d8c60d1341033071622bf1cf9d49574d914b04e55de9a1b7b
GB_38508_2020_P004,GB_38508_2020,parent,4,4dfa0cc182b85bd4a53df0b7b70e5764da555390e73b4898a8be530fabdf92de
GB_38508_2020_P005,GB_38508_2020,parent,78,947f2d1b4e6f29df89ed3596bce45bc1e378ab1492c0dae7445cfb2a7a5331e3
GB_38508_2020_P006,GB_38508_2020,parent,17,98a2cbc09ac8fbd87d9dd52cf6cab83d57d4b423ccc2c0003bdb138700e8cf7b
GB_38508_2020_P007,GB_38508_2020,parent,131,43b2464489b88abb136982a49c68105e3384c4f3768c87cae554696925729ba5
GB_38508_2020_P008,GB_38508_2020,parent,313,34f2952e198e20459ad919fde8fd874bd68d23675481cdfe6f36652b274b93a1
GB_38508_2020_P009,GB_38508_2020,parent,34,2e5da33c51829c1ad6393cf49b278fdbeeff58b85e0dbc91a3cb36a115b86e81
GB_38508_2020_P010,GB_38508_2020,parent,127,52064f9298eb182aa8cf11ab102442684de6989a9aebcd6ced59831c6084b82f
GB_38508_2020_P011,GB_38508_2020,parent,211,9a8f766da6ad490a8a0c6e96191efba79d0f3f5af571b2269e8f27fc641d67f0
GB_38508_2020_P012,GB_38508_2020,parent,231,381947717599ab7c3433e9b1552132a5831ca8e7e7baab1fc4be422695f270cc
GB_38508_2020_P013,GB_38508_2020,parent,220,b67db63cb661af59f328d3e77360411d824f731af826531e8ba9b3150a80c76c
GB_38508_2020_P014,GB_38508_2020,parent,48,8578394793ea65391e9f252ee1c29e3f446e71c911c877e8cce73126c20f35a2
GB_38508_2020_P015,GB_38508_2020,parent,584,3ccc4db87d98e6f75418c4a01a098e1dede286671791128430987f829993e5f3
GB_38508_2020_P016,GB_38508_2020,parent,324,6e8f5f20e5ca67fbba5d02bd5b63ccbf9bc437347033dd722d36f18b7a67cb8d
GB_38508_2020_P017,GB_38508_2020,parent,8,1d6c1327f485e51d53e36852ff6cd2d43f324d5752825f86ad699ad76aa70b7c
GB_38508_2020_P018,GB_38508_2020,parent,43,854f6ace7d187b3c987841890b8627ef5007da253426262829dffdeaec86a47d
GB_38508_2020_P019,GB_38508_2020,parent,161,9d82343495dae5380a00c5a9f0bb568465595ae2659fb407dd559c997e0117c5
GB_38508_2020_P020,GB_38508_2020,parent,10,a3a2d6794534bc4909b70e380b40658a7041a504e694032a787e8a52d536fb75
GB_38508_2020_P021,GB_38508_2020,parent,36,7231ed0889b1d4bd1abc61bfbf68c4c7cff2f6231387f920584b0c424dc3077a
GB_38508_2020_P022,GB_38508_2020,parent,35,c4ed53113b543afee164c13b206095106f122cc7f85c5daceff025f113dca10d
GB_38508_2020_P023,GB_38508_2020,parent,1030,65d355be0c340e211403def67056eb6ee60249748523ffa79b7a0d24ea20c642
GB_38508_2020_P024,GB_38508_2020,parent,36,5dac1c5f5ec31b59b419d362f4225a7e0fb5f2f4bb33b3995fbda140bb91f31b
GB_38508_2020_P025,GB_38508_2020,parent,83,4b4763c9702a2bb486313d9b4323100808b04183fd60e66fedd6c4a54649b6a5
GB_38508_2020_P026,GB_38508_2020,parent,142,6373ada25daa722390e0c134576dd6c340bb526a055b624cdaa76bb6a35c2c33
GB_38508_2020_P027,GB_38508_2020,parent,151,fe318076b9ff539ffc059d1c527c5d6382c7e2e23165bed9aea789fe090ec897
GB_38508_2020_P028,GB_38508_2020,parent,73,10dbe07679e7ceec0683f09b77894b57d072a7198dde0b489761ed2a1a88be08
GB_38508_2020_C001,GB_38508_2020,child,30,
GB_38508_2020_C002,GB_38508_2020,child,85,
GB_38508_2020_C003,GB_38508_2020,child,22,
GB_38508_2020_C004,GB_38508_2020,child,4,
GB_38508_2020_C005,GB_38508_2020,child,78,
GB_38508_2020_C006,GB_38508_2020,child,17,
GB_38508_2020_C007,GB_38508_2020,child,131,
GB_38508_2020_C008,GB_38508_2020,child,313,
GB_38508_2020_C009,GB_38508_2020,child,34,
GB_38508_2020_C010,GB_38508_2020,child,127,
GB_38508_2020_C011,GB_38508_2020,child,211,
GB_38508_2020_C012,GB_38508_2020,child,231,
GB_38508_2020_C013,GB_38508_2020,child,220,
GB_38508_2020_C014,GB_38508_2020,child,48,
GB_38508_2020_C015,GB_38508_2020,child,584,
GB_38508_2020_C016,GB_38508_2020,child,324,
GB_38508_2020_C017,GB_38508_2020,child,8,
GB_38508_2020_C018,GB_38508_2020,child,43,
GB_38508_2020_C019,GB_38508_2020,child,161,
GB_38508_2020_C020,GB_38508_2020,child,10,
GB_38508_2020_C021,GB_38508_2020,child,36,
GB_38508_2020_C022,GB_38508_2020,child,35,
GB_38508_2020_C023,GB_38508_2020,child,621,
GB_38508_2020_C024,GB_38508_2020,child,559,
GB_38508_2020_C025,GB_38508_2020,child,36,
GB_38508_2020_C026,GB_38508_2020,child,83,
GB_38508_2020_C027,GB_38508_2020,child,142,
GB_38508_2020_C028,GB_38508_2020,child,151,
GB_38508_2020_C029,GB_38508_2020,child,73,
