chunk_id,source_id,chunk_type,content_length,content_sha256
GB_18597_2023_P001,GB_18597_2023,parent,48,fc34a237596adb9b71b86ad7e541c3f8da28ff1ae9057a798f68ca12f6e1d283
GB_18597_2023_P002,GB_18597_2023,parent,189,d56f916d725d6762f3d1d865bbccad5130a4acea075090fb717e543f7888a153
GB_18597_2023_P003,GB_18597_2023,parent,20,7bb67df1d91cc49ca3624ab63504d556e66c980d40c90523439ce872cf047b55
GB_18597_2023_P004,GB_18597_2023,parent,261,3f8a2d6e31093f6cf29f4c5cb729f173e7c799a348d088f7b83eecbdc988c224
GB_18597_2023_P005,GB_18597_2023,parent,671,24fca5283f1b095338dbbdf4d6aba07f3d21ecafbef7921b96554f8ac45cf7bb
GB_18597_2023_P006,GB_18597_2023,parent,14,f29a0a1f81f3ade8a842abecd32c50906aa181f48058a8eb89066529cc5404cb
GB_18597_2023_P007,GB_18597_2023,parent,270,d00dffdf47459947d519517b47779ea96dfdf9e3bbd88fff3b52d6f498e80836
GB_18597_2023_P008,GB_18597_2023,parent,538,c47ebb648c0d92873f297bfe7cb6eff151f2edcbe487f8a65145b0528d3878ff
GB_18597_2023_P009,GB_18597_2023,parent,26,53fe582371e2d2e52da7940b536e574f3b776386952bfe8426c1a81c9911b4eb
GB_18597_2023_P010,GB_18597_2023,parent,917,2400e757d66746f25d01c7f8a429460d5aedd4fab2544da701e41acbfefc6cf5
GB_18597_2023_P011,GB_18597_2023,parent,765,8b2758d7a22de63dbe0a0eb2a69fe90c157dd77495c912aa4450e611cc4f49e1
GB_18597_2023_P012,GB_18597_2023,parent,266,146aed3401a097280dfe00834617ec7a75b0de42d5edab14e8b4ea0d0094861b
GB_18597_2023_P013,GB_18597_2023,parent,14,8e690f2594342bec55d5fbe736db2c4a5373ddb4414f1fffe5e0a136db9314fa
GB_18597_2023_P014,GB_18597_2023,parent,145,5bc76bdfadc3f178901711cdec869e0683c7b72fd74a2c56bb7073f981a48b0e
GB_18597_2023_P015,GB_18597_2023,parent,484,bea58ac9897febbf95c2c71c7cda0e23aa5348a9c9098c25b2177d14158f8c28
GB_18597_2023_P016,GB_18597_2023,parent,305,e54c9c4db7d3b4ddf45e74810bacc2bfacd4823237260ec4572cd01df93ab46c
GB_18597_2023_P017,GB_18597_2023,parent,184,e11f77e1db77954f3d27e9ecaf75366954edaa3e0d6c94a7f3c367c17abd2872
GB_18597_2023_P018,GB_18597_2023,parent,140,beedd7b0963c40cdf2b18fee668651eb5f2b5986d08ffcc4a6a112385e0db386
GB_18597_2023_P019,GB_18597_2023,parent,146,e6a0de6f8fb42509d0170c45fffe86f72042529874fc11f81a58f17781a45a6d
GB_18597_2023_P020,GB_18597_2023,parent,265,020775a6ec1dc87a3cffebb272fff402f23c4d1252a2a737ebaea0c2a521b6b3
GB_18597_2023_P021,GB_18597_2023,parent,13,e502d73e703ba8c7ca382e14e664f3413f88223dd2b61be62089a8915c5962b5
GB_18597_2023_P022,GB_18597_2023,parent,288,d60e0508d2611c7a1fd179dd6e19d5e1162b14d12a0ac703e13522da7b5e8b36
GB_18597_2023_P023,GB_18597_2023,parent,515,9c529f2d443af740ee6ec76bec003652f5f71571da5c34d52c750f4e5394559d
GB_18597_2023_P024,GB_18597_2023,parent,177,3b3ba3a03213e951c4e99588cfb356f4fb5071132cb9298904901a78576e3f4f
GB_18597_2023_P025,GB_18597_2023,parent,69,6cbdbc0aa8649e5d1151436b67ae3d73c637c432d9bcb3ab78c26246e41b2514
GB_18597_2023_P026,GB_18597_2023,parent,258,7c9d1163b9b2f5120f8979d887523bce1c8386cad05160d0db06d439340e14f4
GB_18597_2023_P027,GB_18597_2023,parent,550,a313b4086da3d7a601f6342f5b392590e4dcb626924f5636d2ebdc48d74e9b6b
GB_18597_2023_P028,GB_18597_2023,parent,213,4eb8be306a0d62e621009f281138c6305b5577d29061902c7c1b83540a21b42a
GB_18597_2023_P029,GB_18597_2023,parent,479,daf31a8f76a8821c3f1d4c043a71d5257a995d46bf256de3441444d84b87fd1e
GB_18597_2023_C001,GB_18597_2023,child,48,
GB_18597_2023_C002,GB_18597_2023,child,189,
GB_18597_2023_C003,GB_18597_2023,child,20,
GB_18597_2023_C004,GB_18597_2023,child,261,
GB_18597_2023_C005,GB_18597_2023,child,671,
