chunk_id,source_id,chunk_type,content_length,content_sha256
GB_14554_93_P001,GB_14554_93,parent,13,fbcda4e7e1e27b1efed893e612b9b8171757e04405a0de66c79cb20c8e654fe9
GB_14554_93_P002,GB_14554_93,parent,137,0c0c4b939e887579794a8b79c9ccdb2907b252b7073d02de168e1a0c4fe7ea8c
GB_14554_93_P003,GB_14554_93,parent,5,102797e5a32294d77fe65204900de9c800de08cde2cb93b5319ff7e9ef17f769
GB_14554_93_P004,GB_14554_93,parent,13,fbcda4e7e1e27b1efed893e612b9b8171757e04405a0de66c79cb20c8e654fe9
GB_14554_93_P005,GB_14554_93,parent,105,6f9a4cf14e86c41fc465273c58eab843992412e2e7d51d3ff718593ce4d0e085
GB_14554_93_P006,GB_14554_93,parent,13,4e4b7295586c4a8048b9349f3e841a86e560a65667a5234cff082ce4677f6973
GB_14554_93_P007,GB_14554_93,parent,68,0a5b5ec4827e7627ca3eab6d4e8ddb4f589ba2ad014bf002744e808c131d8cb4
GB_14554_93_P008,GB_14554_93,parent,77,97d8d1cb9eb4bccc1acae0784edae237ba4226fb78eb8f0bbe8f899adc4cf0fd
GB_14554_93_P009,GB_14554_93,parent,251,dfd2368e892b12df0fe6572e385a4bcb41b51b96119111711392452b4d96abb4
GB_14554_93_P010,GB_14554_93,parent,132,8c014bfe2c92716981b97becb57bce1e0ba8bd16955449d8bcf39845e09e1320
GB_14554_93_P011,GB_14554_93,parent,50,1d68f73c384f01ef5b571842881eaae3f25c0e92070e26f09180a67a1ec2cff3
GB_14554_93_P012,GB_14554_93,parent,8,16a16b967c4ab21ad7525d96b5d0aa23c27e9ef82de6a637ea6c78825cac4673
GB_14554_93_P013,GB_14554_93,parent,1514,f23f5dfc602019b25ce768a24c144bcf86fa555b9ee30b8ea5cde18b22277389
GB_14554_93_P014,GB_14554_93,parent,3121,bf0cb43db144f87a8999e54ebeee6ed1897ab14f647e9656aee29bc0bd1eac44
GB_14554_93_P015,GB_14554_93,parent,534,a5851b787c65d5f35e7fbb5610b12fdcdb64be93dc905bfda8bdb8f82d181544
GB_14554_93_P016,GB_14554_93,parent,128,19746f412d8297046b25154cd6418425b05c00e0b309e2e18f4743ab84ea1162
GB_14554_93_P017,GB_14554_93,parent,52,f8afd090d6fae1b1643b88b1f8646969fbfaa01f21603b4defe6e74a27a7d07a
GB_14554_93_P018,GB_14554_93,parent,595,19516195be3f9840ba4e70a029ae6b5337d41e20bcb0c38beded5760f6822d35
GB_14554_93_P019,GB_14554_93,parent,6,43f0ef5c23c13743fbd4786afd8e8561d95f706edc3bbff3119ec485057316c6
GB_14554_93_P020,GB_14554_93,parent,18,083caff60af53389b98e19a7d90b1c06841845997a73e91adaecd09ff328cdf1
GB_14554_93_P021,GB_14554_93,parent,241,c336a4be01578b89bd9d9392be3d6de7fc192d85a576f11bd5427d43809ff48d
GB_14554_93_P022,GB_14554_93,parent,268,9b6c3c1abbf1eb910a9fae22d325fa086aa6967a1f5f6fd34243b7117e1b39cc
GB_14554_93_P023,GB_14554_93,parent,120,9090af6a4c64130a276a07b40dbe82244ea6f7acd63d525f682e07b8a495a9d0
GB_14554_93_C001,GB_14554_93,child,13,
GB_14554_93_C002,GB_14554_93,child,137,
GB_14554_93_C003,GB_14554_93,child,5,
GB_14554_93_C004,GB_14554_93,child,13,
GB_14554_93_C005,GB_14554_93,child,105,
GB_14554_93_C006,GB_14554_93,child,13,
GB_14554_93_C007,GB_14554_93,child,68,
GB_14554_93_C008,GB_14554_93,child,77,
GB_14554_93_C009,GB_14554_93,child,251,
GB_14554_93_C010,GB_14554_93,child,132,
GB_14554_93_C011,GB_14554_93,child,50,
GB_14554_93_C012,GB_14554_93,child,8,
GB_14554_93_C013,GB_14554_93,child,900,
GB_14554_93_C014,GB_14554_93,child,764,
GB_14554_93_C015,GB_14554_93,child,554,
GB_14554_93_C016,GB_14554_93,child,900,
GB_14554_93_C017,GB_14554_93,child,900,
GB_14554_93_C018,GB_14554_93,child,900,
GB_14554_93_C019,GB_14554_93,child,467,
GB_14554_93_C020,GB_14554_93,child,534,
GB_14554_93_C021,GB_14554_93,child,128,
GB_14554_93_C022,GB_14554_93,child,52,
GB_14554_93_C023,GB_14554_93,child,595,
GB_14554_93_C024,GB_14554_93,child,6,
GB_14554_93_C025,GB_14554_93,child,18,
GB_14554_93_C026,GB_14554_93,child,241,
GB_14554_93_C027,GB_14554_93,child,268,
GB_14554_93_C028,GB_14554_93,child,120,
